Nom	Nature	Classe	Structure	Effort nominal	Tau	Effort transversal en DP	Tau en DP	Caché	Hauteur totale	Element de base	Nom CAPFT	NomGESPOT	Description	Largeurbase	Epaisseurbase	bC3	bC3C	Graphique
7 FTZ	FT	FTZ		8	0.5	6	0.17		7	-1	0	B37 	Bois triple (couple avec 2 jambes de force)					RONDFD
8 FTZ	FT	FTZ		8	0.5	6	0.17		7	-1	0	B38	Bois triple (couple avec 2 jambes de force)					RONDFD
16 B 5      	BE	B   	S	5	0.6	-1	1000		16	-1				336	520	0	0	RECT
16 B 32     	BE	B   	S	32	0.6	-1	1000		16	-1				432	680	0	0	RECT
16 B 25     	BE	B   	S	25	0.6	-1	1000		16	-1				432	680	0	0	RECT
16 B 20     	BE	B   	S	20	0.6	-1	1000		16	-1				408	640	0	0	RECT
16 B 16     	BE	B   	S	16	0.6	-1	1000		16	-1				384	600	0	0	RECT
16 B 12,5   	BE	B   	S	12.5	0.6	-1	1000		16	-1				360	560	0	0	RECT
16 B 10     	BE	B   	S	10	0.6	-1	1000		16	-1				360	560	0	0	RECT
16 B 8      	BE	B   	S	8	0.6	-1	1000		16	-1				360	560	0	0	RECT
16 B 6,5    	BE	B   	S	6.5	0.6	-1	1000		16	-1				336	520	0	0	RECT
16 C 6,5    	BE	C   	S	6.5	1	-1	1000		16	-1				485	485	0	0	CARRE
16 C 40     	BE	C   	S	40	1	-1	1000		16	-1				660	660	0	0	CARRE
16 C 32     	BE	C   	S	32	1	-1	1000		16	-1				660	660	0	0	CARRE
16 C 25     	BE	C   	S	25	1	-1	1000		16	-1				625	625	0	0	CARRE
